case_id,case_label,metric,label,units,n_repeats,mean,std,min,max,p2_5,p97_5,mean_ci_lower,mean_ci_upper,coefficient_of_variation_pct
case08,Bulky nodal conglomerate level II-IV with central necrosis,cord_d2_gy,Cord D2,Gy,9,6.131519595252143,0.07895703101434107,5.996461639404297,6.235365257263183,6.008602588653564,6.232288616180419,6.078368000772264,6.180513307889303,1.287723700263151
case08,Bulky nodal conglomerate level II-IV with central necrosis,brainstem_d2_gy,Brainstem D2,Gy,9,10.774124399820966,0.18767231734626988,10.477564048767091,11.127324562072754,10.50676505279541,11.09027677154541,10.659280156347487,10.8960223075019,1.7418799930450817
case08,Bulky nodal conglomerate level II-IV with central necrosis,parotid_r_mean_gy,Parotid R mean,Gy,9,6.153922545896503,0.1289181001161367,5.931780389342645,6.332501453823514,5.950568701137196,6.322214357010042,6.070560423169206,6.240745556571268,2.094893121495339
case08,Bulky nodal conglomerate level II-IV with central necrosis,thyroid_mean_gy,Thyroid mean,Gy,9,6.057739824948542,0.09743867506169836,5.918732849067948,6.247219734516675,5.9267888508344955,6.230876865327912,6.000184353119858,6.125759010641772,1.6084988440804497
case08,Bulky nodal conglomerate level II-IV with central necrosis,body_dmax_gy,Body Dmax,Gy,9,17.705174975925022,0.5374719889458525,16.519811630249023,18.29179573059082,16.695603561401366,18.279634475708008,17.358458624945747,18.027358452479046,3.0356773636899446
case09,Deep parotid / infratemporal fossa bulky mass,ptv_d95_gy,PTV D95,Gy,9,3.4999999788072373,6.784994588270247e-08,3.4999998092651365,3.5000000476837156,3.4999998378753663,3.5000000476837156,3.4999999311235217,3.5000000158945723,1.938569894101114e-06
case09,Deep parotid / infratemporal fossa bulky mass,gtv_d95_gy,GTV D95,Gy,9,3.637436677349938,0.03100249383149617,3.584870254993439,3.6850751876831054,3.590312876701355,3.6841748094558717,3.616171464655134,3.657464766038788,0.8523170732990766
case09,Deep parotid / infratemporal fossa bulky mass,peak_mean_gy,Peak mean,Gy,9,13.84903308973661,0.23090648242730702,13.487899836597826,14.147068420512564,13.506276467854544,14.143418198399896,13.698194379102464,13.998359593481025,1.667311218993546
case09,Deep parotid / infratemporal fossa bulky mass,valley_mean_gy,Valley mean,Gy,9,5.919994466996004,0.0517065590717753,5.815595480510811,6.016662744714346,5.826492077355843,6.002621201191977,5.885066555250675,5.95301648888333,0.8734224222681222
case09,Deep parotid / infratemporal fossa bulky mass,pvdr,PVDR,ratio,9,2.33927041357731,0.025713232414031287,2.3119427531259165,2.38412171830556,2.312232276549006,2.3833104053564784,2.3236136409169985,2.355996098697961,1.0991988042421115
case09,Deep parotid / infratemporal fossa bulky mass,spill_shell_0_5_mean_gy,Peri-GTV 0-5 mm mean,Gy,9,5.166888336182227,0.051229897985791945,5.085985979905356,5.267447184560706,5.089696266369401,5.257010146597788,5.134141663166178,5.201412990427709,0.9915038733669501
case09,Deep parotid / infratemporal fossa bulky mass,spill_shell_5_15_mean_gy,Peri-GTV 5-15 mm mean,Gy,9,4.578195115906371,0.052528509856128745,4.485101618492087,4.669508051075078,4.4931482584036155,4.6615693239083145,4.542788506618809,4.612676727819507,1.1473628477219102
case09,Deep parotid / infratemporal fossa bulky mass,cord_d2_gy,Cord D2,Gy,9,3.9597599707709414,0.12702074839979785,3.84447226524353,4.296754360198975,3.851416240692138,4.237375923156738,3.8946877296765643,4.050894762595494,3.2077890916975877
case09,Deep parotid / infratemporal fossa bulky mass,brainstem_d2_gy,Brainstem D2,Gy,9,4.352754978603787,0.18722609047991343,4.034246349334717,4.570005073547364,4.051545436859131,4.569097602844239,4.222831654495663,4.466114476574792,4.301323906358934
case09,Deep parotid / infratemporal fossa bulky mass,parotid_r_mean_gy,Parotid R mean,Gy,9,13.176512547374172,0.3421480442220941,12.66151847261371,13.639654167252358,12.676600952919085,13.610395541720921,12.955141764859157,13.402172479327145,2.5966509954128774
case09,Deep parotid / infratemporal fossa bulky mass,thyroid_mean_gy,Thyroid mean,Gy,9,3.6625002321198017,0.19247675997290975,3.449707051364261,3.9830273936038414,3.452619855396519,3.9805100624775367,3.545383117803397,3.7915524848130993,5.255337823187168
case09,Deep parotid / infratemporal fossa bulky mass,body_dmax_gy,Body Dmax,Gy,9,18.25910186767578,0.40701988278556395,17.710262298583984,18.93136215209961,17.716108322143555,18.901177597045898,17.997945308685303,18.51952018207974,2.229134191458311
